,prompt,prompt_len,target
1828,Trump Scorns His Own Scientists Over Virus Data.,11,1
1829,"Despite Doubt, Karzai Brother Retains Power.",11,1
1830,"Somalia Bombing Kills Nearly 80, Raising Fears of Resurgent Militancy.",18,1
1831,"As Herman Cain Bows Out of Fed Contention, Focus Shifts to Stephen Moore.",18,1
1832,"Online, a Distant Conflict Soars to Topic No. 1.",15,1
1833,"In Moments, New Year’s Revelry Became Fatal Crush in Shanghai.",16,1
1834,"Joe Biden Denounces Hyde Amendment, Reversing His Position.",13,1
1835,Trump Officials Reverse Obama’s Policy on Affirmative Action in Schools.,14,1
1836,Alt-Right Gathering Exults in Trump Election With Nazi-Era Salute.,16,1
1837,Liberals Hope Elizabeth Warren Will Serve as Clinton’s Scrutinizer in Chief.,18,1
1838,"In Texas, a Decades-Old Hate Crime, Forgiven but Never Forgotten.",18,1
1839,Paris Attacks Spur Emergency Edict and Intense Policing in France.,13,1
1840,Dissecting Romney’s Vietnam Stance at Stanford.,12,1
1841,Drone Strikes’ Risks to Get Rare Moment in the Public Eye.,14,1
1842,Threats Test Obama’s Balancing Act on Surveillance.,11,1
1843,Khashoggi’s Disappearance Puts Kushner’s Bet on Saudi Crown Prince at Risk.,22,1
1844,"In Key States, Republicans Were Critical in Resisting Trump’s Election Narrative.",17,1
1845,Judge Blocks Attempt to Post Blueprints for 3-D Guns.,15,1
1846,Election Officials Directly Contradict Trump on Voting System Fraud.,12,1
1847,Roger Stone Is Convicted of Impeding Investigators in a Bid to Protect Trump.,18,1
1848,A Winding Trail for Mitch McConnell to Lead the Senate.,12,1
1849,Chinese Remake the ‘Made in Italy’ Fashion Label.,12,1
1850,Mueller Zeros In on Story Put Together About Trump Tower Meeting.,15,1
1851,"Scott Walker, Viewed as ‘Authentic,’ Aims for ‘Smart’ in the 2016 Race.",23,1
1852,"How the State Dept.’s Dissenters Incited a Revolt, Then a Rallying Cry.",20,1
1853,Judge in Maryland Locks Up Youths and Rules Their Lives.,13,1
1854,Reaction to Ferguson Decision Shows Racial Divide Remains Over Views of Justice.,14,1
1855,"Venezuelan Opposition Leader Steps Up Pressure, but Maduro Holds On.",14,1
1856,Hillary Clinton Appears to Gain Late Momentum on Surge of Latino Voters.,14,1
1857,Luck Spares Some From Deadly Tornado Swarm.,10,1
1858,G.O.P. Groups Offering Cover for Lawmakers on Immigration.,16,1
1859,"In Trump’s Firing of James Comey, Echoes of Watergate.",16,1
1860,"Immigrants Hide, Fearing Capture on ‘Any Corner’.",14,1
1861,Soldier Deaths Draw Focus to U.S. in Pakistan.,13,1
1862,Economy Hurts Government Aid for H.I.V. Drugs.,14,1
1863,"Walmart Store Connected Cultures, Until a Killer ‘Came Here for Us’.",15,1
1864,Narendra Modi’s Ambitious Agenda Will Face Difficult Obstacles.,16,1
1865,Global Digital News Brands See Growth Opportunity in India.,11,1
1866,"Republicans, Closing In on Final Tax Bill, Aim for a Vote Next Week.",17,1
1867,"As U.S. Leaves Allies in Syria, Kurdish Commander Struggles With Fallout.",18,1
1868,Russian Dissident’s Passion Endures Despite Tests.,12,1
1869,McCabe Report Is Sent to Prosecutors to Weigh Possible Criminal Inquiry.,15,1
1870,Ukraine Falters in Drive to Curb Unrest in East.,13,1
1871,"As North and South Korea Begin to Talk, Trump Watches From Sidelines.",16,1
1872,Islamists’ Growing Sway Raises Questions for Libya.,11,1
1873,"As Washington Keeps Sinking, Governors Rise.",10,1
1874,A Supreme Court Not So Much Deadlocked as Diminished.,13,1
1875,Cut in Food Stamps Forces Hard Choices on Poor.,11,1
1876,Van Hits Pedestrians in Deadly Barcelona Terror Attack.,12,1
1877,"China Ends One-Child Policy, Allowing Families Two Children.",13,1
1878,"Trump Gives Clemency to More Allies, Including Manafort, Stone and Charles Kushner.",20,1
1879,Old Democratic Name (Nunn) Stakes Bid on Shifting Georgia .,14,1
1880,Obama Sees Russia Failing in Syria Effort.,9,1
1881,"Mexico, Outraged at Arrest of Ex-Official, Threatened to Toss U.S. Agents.",21,1
1882,How the House Fell: Republican Chaos and Democratic Focus.,12,1
1883,American Tells of Odyssey as Prisoner of Syrian Rebels.,11,1
1884,"For Gun Bill Born in Tragedy, a Tangled Path to Defeat.",15,1
1885,Mueller Is Said to Seek Interviews With West Wing in Russia Case.,15,1
1886,The Cost of Running Guantánamo Bay: $13 Million Per Prisoner.,18,1
1887,Court Backs Michigan on Affirmative Action.,9,1
1888,Family Troubles Before Killings in Chattanooga.,9,1
1889,"Rachel Dolezal, in Center of Storm, Is Defiant: ‘I Identify as Black’.",20,1
1890,Signs of Distress Multiplied on Killer’s Path to Navy Yard.,15,1
1891,Trump Inherits a Secret Cyberwar Against North Korean Missiles.,15,1
1892,Key Parts of Patriot Act Expire Temporarily as Senate Moves Toward Limits on Spying.,19,1
1893,‘People Actively Hate Us’: Inside the Border Patrol’s Morale Crisis.,18,1
1894,Democrats Put Cultural Issues in Their Quiver.,10,1
1895,Erdogan Claims Vast Powers in Turkey After Narrow Victory in Referendum.,15,1
1896,Trump Bypasses Republicans to Strike Deal on Debt Limit and Harvey Aid.,15,1
1897,"At Brexit Crunch Time, Theresa May Takes a Pummeling.",14,1
1898,Frustrated Strivers  in Pakistan Turn to Jihad.,12,1
1899,Tension With Russia Rises as U.S. Halts Syria Negotiations.,15,1
1900,"Under Intense Criticism, Trump Says Government Will Buy More Ventilators.",14,1
1901,How Mike Pence Became a Conservative Hero: Unwavering Opposition to Abortion.,15,1
1902,"Rate of Oil Leak, Still Not Clear, Puts Doubt on BP.",15,1
1903,3 Officers Acquitted of Covering Up for Colleague in Laquan McDonald Killing.,18,1
1904,"Petraeus’s Quieter
Style at C.I.A. Leaves
Void on Libya Furor.",26,1
1905,"Russians and Syrians, Allied by History and Related by Marriage.",14,1
1906,"Amid Ebola Crisis, Liberian Army Sees Its Chance at Rebranding.",15,1
1907,"Seeing Their Gains at Risk, Shiites Flock to Join Militias.",15,1
1908,"Behind Ted Cruz’s Campaign Manager, Scorched Earth and Election Victories.",17,1
1909,"In Joplin, Mo., a Declaration of Endurance.",11,1
1910,Workers Flee and Thieves Loot Venezuela’s Reeling Oil Giant.,15,1
1911,Health Secretary Tom Price Resigns After Drawing Ire for Chartered Flights.,14,1
1912,Two Drug Slayings in Mexico Rock U.S. Consulate.,14,1
1913,Republican Shadow Campaign for 2020 Takes Shape as Trump Doubts Grow.,18,1
1914,New Chairman Seeks More Power for Watchdogs.,11,1
1915,"Embassies Open, but Yemen Stays on Terror Watch.",12,1
1916,Senate Blocks Drive for Gun Control.,8,1
1917,Donald Trump Acknowledges Not Paying Federal Income Taxes for Years.,13,1
1918,"House Delivers Impeachment Charges to Senate, Paving the Way for a Trial.",18,1
1919,Trump Calls Fauci ‘a Disaster’ and Shrugs Off Virus as Infections Soar.,18,1
1920,"For Covid-19 Vaccines, Some Are Too Rich — and Too Poor.",17,1
1921,Hasty and Ruinous 1972 Pick Colors Today’s Hunt for a No. 2.,24,1
1922,Republicans Worry a Falling Donald Trump Tide Will Lower All Boats.,13,1
1923,Low-Priority Immigrants Still Swept Up in Net of Deportation.,15,1
1924,A Brussels Mentor Who Taught ‘Gangster Islam’ to the Young and Angry.,17,1
1925,"Trump Names Mark Meadows Chief of Staff, Ousting Mick Mulvaney.",17,1
1926,U.S. Agencies Infiltrating Drug Cartels Across Mexico.,15,1
1927,Acosta Defends His Role in Brokering Jeffrey Epstein Plea Deal.,15,1
1928,"In Manchester, a Loud Bang, Silence, Then Screaming and Blood.",16,1
1929,Chaos Grips Hong Kong’s Airport as Police Clash With Protesters.,16,1
1930,U.S. Actions in Iraq Fueled Rise of a Rebel.,15,1
1931,"Kim Jong-il, North Korean Dictator, Dies.",13,1
1932,Tunisians Vote in a Milestone of Arab Change.,12,1
1933,Israel TV Station’s Troubles Reflect a Larger Political Battleground.,14,1
1934,Spying Suspects Seemed Short on Secrets.,11,1
1935,Justices Back Rule Limiting Coal Pollution.,9,1
1936,Trump Hails Acquittal and Lashes Out at His ‘Evil’ and ‘Corrupt’ Opponents.,24,1
1937,Imam’s Path From Condemning Terror to Preaching Jihad.,14,1
1938,"In Istanbul’s Heart, Leader’s Obsession, Perhaps Achilles’ Heel.",18,1
1939,Obama Seeks Approval by Congress for Strike in Syria.,12,1
1940,"Pakistan Aids Insurgency in Afghanistan, Reports Assert.",11,1
1941,"Agencies Clashed on Classification of Clinton Email, Inquiry Shows.",13,1
1942,No Survivors Found After West Virginia Mine Disaster.,10,1
1943,Coca Licensing Is a Weapon in Bolivia’s Drug War.,13,1
1944,Flint’s Children Suffer in Class After Years of Drinking the Lead-Poisoned Water.,19,1
1945,"Europe, Facing Economic Pain, May Ease Climate Rules.",12,1
1946,New Terror Attacks Leave France Embattled at Home and Abroad.,13,1
1947,Obama Ends Exemption for Cubans Who Arrive Without Visas.,12,1
1948,Economic Health in Iowa Conflicts With a G.O.P. Theme.,16,1
1949,How Kamala Harris’s Campaign Unraveled.,11,1
1950,A Steady Path to Supreme Court as Gay Marriage Gains Momentum in States.,15,1
1951,F.B.I. Agent Defends Actions in Russia Inquiry in Contentious House Testimony.,20,1
1952,Gates Seeking to Contain Military Health Costs.,9,1
1953,Taliban’s New Leader Strengthens His Hold With Intrigue and Battlefield Victory.,18,1
1954,Aung San Suu Kyi Defends Myanmar Against Rohingya Genocide Accusations.,19,1
1955,"In Last Rush, Trump Grants Mining and Energy Firms Access to Public Lands.",16,1
1956,"Pakistan Court Widens Role, Stirring Fears for Stability.",13,1
1957,The Rise of the Drone Master: Pop Culture Recasts Obama.,14,1
1958,"Revoking Clearance, Trump Aims Presidential Power at Russia Inquiry.",14,1
1959,Democrats Retain Edge in Campaign Spending.,9,1
1960,"Pregnant, and Forced to Stay on Life Support.",12,1
1961,Mixed Legacy for Departing Pakistani Army Chief.,10,1
1962,U.S. Was Braced for Fight With Pakistanis in Bin Laden Raid.,18,1
1963,Trump Rule Could Deny Birth Control Coverage to Hundreds of Thousands of Women.,15,1
1964,Trump Diversifies Cabinet; Picks Nikki Haley and Betsy DeVos.,15,1
1965,"Russia, Crippled by Drought, Bans Grain Exports.",12,1
1966,This Contact Tracer Is Fighting Two Contagions: The Virus and Fear.,16,1
1967,"Trent Franks, Accused of Offering $5 Million to Aide for Surrogacy, Resigns.",21,1
1968,Trump Considering an Executive Order to Allow Citizenship Question on Census.,13,1
1969,"73,000 Political Ads Test Even a City of Excess.",16,1
1970,"Upset by Brexit, Some British Jews Look to Germany.",13,1
1971,Trump Administration Sues to Try to Delay Publication of Bolton’s Book.,16,1
1972,"Where Trump Zigs, Tillerson Zags, Putting Him at Odds With White House.",19,1
1973,Iran-Israel Conflict Escalates in Shadow of Syrian Civil War.,14,1
1974,"Terrorists Attack Airport in Pakistan, Killing 13.",13,1
1975,Ilhan Omar Controversy Caps a Month of Stumbles for Democratic Leaders.,15,1
1976,U.S. Debated Cyberwarfare in Attack Plan on Libya.,16,1
1977,Norway Reverts to Cold War Mode as Russian Air Patrols Spike.,15,1
1978,Pakistan Army Digs In on Turf of the Taliban.,12,1
1979,"For Uninsured, Clearing a Way to Enrollment.",11,1
1980,"If History Is Any Measure, the Clock Is Ticking.",13,1
1981,Candidates in Mexico Signal a New Tack in the Drug War.,13,1
1982,Turkey Launches Offensive Against U.S.-Backed Syrian Militia.,14,1
1983,Accord Reached Settling Lawsuit Over BP Oil Spill.,14,1
1984,"‘Cruise Ships on Land’: As Las Vegas Reopens, a Huge Test for Casinos.",19,1
1985,‘Unbelievable Turmoil’: Trump’s First Month Leaves Washington Reeling.,17,1
1986,Saudis Step Up Help for Rebels in Syria With Croatian Arms.,14,1
1987,"Owned by Union, Amalgamated Bank Gives Lift to the Left.",14,1
1988,House Democrats Ask Devin Nunes to Recuse Himself From Russia Inquiry.,14,1
1989,"Weaning Itself From Elephant Ivory, China Turns to Mammoths.",15,1
1990,Army Corps Blows Up Missouri Levee.,10,1
1991,Top Donors to Republicans Seek More Say in Senate Races.,12,1
1992,"In ‘Buy American’ Speech, Biden Challenges Trump on the Economy.",15,1
1993,Despair Grows on Devastated Street in Haiti.,12,1
1994,"At Iowa High School, Election Results Kindle Tensions and Protests.",15,1
1995,Scarred Riverbeds and Dead Pistachio Trees in a Parched Iran.,16,1
1996,"Israel and Iran, Newly Emboldened, Exchange Blows in Syria Face-Off.",19,1
1997,Benghazi Attack Called Avoidable in Senate Report.,11,1
1998,"Debt Concerns, Once a Core Republican Tenet, Take a Back Seat to Tax Cuts.",19,1
1999,Oil Rig’s Owner Had Safety Issue at Three Other Wells.,14,1
2000,Iraq Insurgents Reaping Wealth as They Advance.,12,1
2001,Fervent G.O.P. Freshmen Ignite Budget Fight.,16,1
2002,"In Wisconsin Battle on Unions, State Democrats See a Gift.",13,1
2003,"As Nurse Lay Dying, Offering Herself as Instruction in Caring.",14,1
2004,"How the State Dept.’s Dissenters Incited a Revolt, Then a Rallying Cry.",20,1
2005,"Drawing a Line on Syria, U.S. Keeps Eye on Iran Policy.",17,1
2006,"Back From War, Fear and Danger Fill Driver’s Seat.",14,1
2007,Greek Wealth Is Everywhere but Tax Forms.,9,1
2008,Oxford Tradition Comes to This: ‘Death’ (Expound).,14,1
2009,"Oil Backed Up, Iranians Put It on Idled Ships.",15,1
2010,Democrats Split as House Backs War Funds.,10,1
2011,Unpaid Russian Workers Unite in Protest Against Putin.,11,1
2012,"Via Legislative Side Doors, Bernie Sanders Won Modest Victories.",14,1
2013,Gloria Steinem and Madeleine Albright Rebuke Young Women Backing Bernie Sanders.,16,1
2014,Portland Shooting Amplifies Tensions in Presidential Race.,11,1
2015,"Hardened, Obama Strikes Tough Tone for Modest Agenda.",13,1
2016,"Fed Up on the Prairie, and Voting on Seceding From Colorado.",15,1
2017,"Republicans Attack House Democrats on Impeachment, and Democrats Change the Subject.",16,1
2018,"Democrats Escalate Calls for Trump Inquiry, With Republicans More Reserved.",14,1
2019,Some See Anti-Women Backlash in Ouster of Brazil’s President.,17,1
2020,Modi Orders 3-Week Total Lockdown for All 1.3 Billion Indians.,18,1
2021,Trump Inspires California Lawmakers to Go on Offense.,12,1
2022,"At Least One London Assailant Was on Police Radar, Exposing Gaps.",17,1
2023,Farmer on Trial Defends Smuggling Migrants: ‘I Am a Frenchman.’.,18,1
2024,U.S. Backers of Israel Pressure Obama Over Policy on Iran.,16,1
2025,Chinese Military Seeks to Extend Its Naval Power.,11,1
2026,Trump Jr. Was Told in Email of Russian Effort to Aid Campaign.,15,1
2027,U.S. Jets to Use Turkish Bases in War on ISIS.,15,1
2028,U.S. Restores Full Ties to Myanmar After Rapid Reforms.,15,1
2029,"British Citizen One Day, Illegal Immigrant the Next.",11,1
2030,Japanese Find Radioactivity on Their Own.,9,1
2031,First Evidence of a Blunder in Drone Strike: 2 Extra Bodies.,16,1
2032,"Jeb Bush, 20 Years After Conversion, Is Guided by His Catholic Faith.",18,1
2033,"As May’s Government Teeters Over Brexit, Trump Gives It a Shove.",18,1
2034,Trump Targets Michigan in His Ploy to Subvert the Election.,14,1
2035,Wisconsin Governor at Center of a Vast Fund-Raising Case.,13,1
2036,Russia Economy Worsens Even Before Sanctions Hit.,10,1
2037,Bombing Inquiry Turns to Motive and Russian Trip.,11,1
2038,"For Soldier Disfigured in War, a Way to Return to the World.",16,1
2039,Next Fight for Gay Rights: Bias in Jobs and Housing.,13,1
2040,Supreme Court Ruling Allows Strip Searches for Any Arrest.,11,1
2041,Poll Finds Edge for Obama Over G.O.P. Among the Public.,17,1
2042,"Seizing on Rising Costs, Trump Says Health Law Is ‘Over’.",15,1
2043,Chinese Remake the ‘Made in Italy’ Fashion Label.,12,1
2044,"Branding Trump a Danger, Democrats Cap the Case for His Removal.",14,1
2045,North Koreans See Few Gains Below Top Tier.,10,1
2046,"McConnell Blocks Vote on $2,000 Checks Despite G.O.P. Pressure.",22,1
2047,"In Haiti, Capital Braces for a Cholera Outbreak.",12,1
2048,"As Government Reopens, the New Congress Tries to Begin Again.",14,1
2049,"Tom Price, Obamacare Critic, Is Trump’s Choice for Health Secretary.",16,1
2050,"For Commerce Pick Wilbur Ross, ‘Inherently Bad’ Deals Paid Off.",17,1
2051,Pension Deal Edges Detroit a Step Closer to Recovery.,11,1
2052,"As Europe Reopens Schools, Relief Combines With Risk.",13,1
2053,Visa Applications Pour In by Truckload Before Door Slams Shut.,14,1
2054,"Justin Trudeau, Son of a Canadian Leader, Follows His Own Path to Power.",17,1
2055,Senate Support Builds for Pact on Arms Control.,10,1
2056,Businesswoman’s Fate a Test of China’s Resolve on North Korea.,17,1
2057,California Gives Expanded Rights to Noncitizens.,9,1
2058,"Releasing 3 Americans, North Koreans Signal Openness to Washington.",15,1
2059,Republican Governors in Blue States Find a Way to Get Along.,13,1
2060,Court Extends Curbs on the Death Penalty in a Florida Ruling.,15,1
2061,Accused Soldier in Brig as WikiLeaks Link Is Sought.,14,1
2062,"When Cell Door Opens, Tough Tactics and Risk.",11,1
2063,Marines Hit the Ground Running in Seeking Recruits at Gay Center.,16,1
2064,"Days After Cyclone Idai, Rescuers Battle to Save Victims.",15,1
2065,"Tom Seaver, Pitcher Who Led ‘Miracle Mets’ to Glory, Dies at 75.",21,1
2066,One-Party Control Opens States to Partisan Rush.,12,1
2067,Trump Attacks the Fed as Stocks Fall and the Midterms Loom.,14,1
2068,Hillary Clinton’s Edge in a Donald Trump-Centric Race Has Liberals Wary.,19,1
2069,Karzai Calls on U.S. to Pull Back as Taliban Cancel Talks.,17,1
2070,Black Church Is Target Again for Deadly Strike at the Heart.,13,1
2071,How the U.S. Uses Technology to Mine More Data More Quickly.,16,1
